ID	Trait	Population	Sample_size	Nsnp
eqtl-a-ENSG00000125246	ENSG00000125246	European	31684	18564
eqtl-a-ENSG00000186152	ENSG00000186152	European	5502	19634
eqtl-a-ENSG00000152219	ENSG00000152219	European	25690	17075
eqtl-a-ENSG00000144843	ENSG00000144843	European	31684	18537
eqtl-a-ENSG00000100218	ENSG00000100218	European	26609	21199
eqtl-a-ENSG00000033178	ENSG00000033178	European	31684	18301
eqtl-a-ENSG00000104774	ENSG00000104774	European	9188	17062
eqtl-a-ENSG00000158428	ENSG00000158428	European	26395	17437
eqtl-a-ENSG00000159346	ENSG00000159346	European	31644	17475
eqtl-a-ENSG00000232533	ENSG00000232533	European	5502	15049
eqtl-a-ENSG00000188227	ENSG00000188227	European	31470	17323
eqtl-a-ENSG00000074695	ENSG00000074695	European	19497	19367
eqtl-a-ENSG00000148834	ENSG00000148834	European	31470	17642
eqtl-a-ENSG00000118181	ENSG00000118181	European	14263	17139
eqtl-a-ENSG00000267724	ENSG00000267724	European	4022	15907
eqtl-a-ENSG00000197256	ENSG00000197256	European	31470	18149
eqtl-a-ENSG00000162430	ENSG00000162430	European	31684	17388
eqtl-a-ENSG00000263391	ENSG00000263391	European	5502	19449
eqtl-a-ENSG00000243055	ENSG00000243055	European	4994	10061
eqtl-a-ENSG00000173681	ENSG00000173681	European	9188	10125
eqtl-a-ENSG00000122335	ENSG00000122335	European	31470	19317
eqtl-a-ENSG00000101608	ENSG00000101608	European	26609	20098
eqtl-a-ENSG00000047346	ENSG00000047346	European	25650	19096
eqtl-a-ENSG00000186204	ENSG00000186204	European	31684	20115
eqtl-a-ENSG00000080823	ENSG00000080823	European	25690	18453
eqtl-a-ENSG00000241269	ENSG00000241269	European	4994	19853
eqtl-a-ENSG00000108559	ENSG00000108559	European	26609	20757
eqtl-a-ENSG00000183048	ENSG00000183048	European	26609	20527
eqtl-a-ENSG00000011376	ENSG00000011376	European	31300	18483
eqtl-a-ENSG00000160917	ENSG00000160917	European	26609	16416
eqtl-a-ENSG00000134086	ENSG00000134086	European	30935	19183
eqtl-a-ENSG00000085449	ENSG00000085449	European	31684	18851
eqtl-a-ENSG00000130600	ENSG00000130600	European	23628	20467
eqtl-a-ENSG00000163597	ENSG00000163597	European	17435	19423
eqtl-a-ENSG00000211637	ENSG00000211637	European	5502	17266
eqtl-a-ENSG00000231453	ENSG00000231453	European	9911	16954
eqtl-a-ENSG00000101082	ENSG00000101082	European	31684	16050
eqtl-a-ENSG00000166927	ENSG00000166927	European	31684	17884
eqtl-a-ENSG00000197265	ENSG00000197265	European	31684	18298
eqtl-a-ENSG00000173276	ENSG00000173276	European	25690	21538
eqtl-a-ENSG00000162777	ENSG00000162777	European	31186	18990
eqtl-a-ENSG00000167895	ENSG00000167895	European	14263	19787
eqtl-a-ENSG00000144535	ENSG00000144535	European	31684	18551
eqtl-a-ENSG00000242028	ENSG00000242028	European	25476	14837
eqtl-a-ENSG00000156973	ENSG00000156973	European	31684	18378
eqtl-a-ENSG00000228804	ENSG00000228804	European	4994	17852
eqtl-a-ENSG00000107014	ENSG00000107014	European	14263	18762
eqtl-a-ENSG00000185041	ENSG00000185041	European	21670	19376
eqtl-a-ENSG00000132603	ENSG00000132603	European	31684	17044
eqtl-a-ENSG00000141376	ENSG00000141376	European	31470	15617
eqtl-a-ENSG00000270019	ENSG00000270019	European	4022	15322
eqtl-a-ENSG00000244734	ENSG00000244734	European	30223	23385
eqtl-a-ENSG00000205309	ENSG00000205309	European	31684	17796
eqtl-a-ENSG00000230626	ENSG00000230626	European	26936	18112
eqtl-a-ENSG00000144935	ENSG00000144935	European	31684	18299
eqtl-a-ENSG00000117505	ENSG00000117505	European	31684	16976
eqtl-a-ENSG00000139211	ENSG00000139211	European	31684	19318
eqtl-a-ENSG00000109586	ENSG00000109586	European	31684	18071
eqtl-a-ENSG00000126934	ENSG00000126934	European	30507	20065
eqtl-a-ENSG00000169223	ENSG00000169223	European	31300	17837
eqtl-a-ENSG00000134755	ENSG00000134755	European	31470	18818
eqtl-a-ENSG00000176289	ENSG00000176289	European	3831	9828
eqtl-a-ENSG00000130479	ENSG00000130479	European	14263	18375
eqtl-a-ENSG00000197858	ENSG00000197858	European	14263	17126
eqtl-a-ENSG00000167766	ENSG00000167766	European	31470	22515
eqtl-a-ENSG00000173566	ENSG00000173566	European	31684	19160
eqtl-a-ENSG00000253214	ENSG00000253214	European	5502	17201
eqtl-a-ENSG00000114023	ENSG00000114023	European	31684	17912
eqtl-a-ENSG00000143452	ENSG00000143452	European	31644	16369
eqtl-a-ENSG00000146410	ENSG00000146410	European	25650	16942
eqtl-a-ENSG00000244124	ENSG00000244124	European	4169	16514
eqtl-a-ENSG00000099785	ENSG00000099785	European	31684	19934
eqtl-a-ENSG00000234937	ENSG00000234937	European	15928	15285
eqtl-a-ENSG00000113360	ENSG00000113360	European	26395	19499
eqtl-a-ENSG00000266949	ENSG00000266949	European	6598	13873
eqtl-a-ENSG00000164024	ENSG00000164024	European	31684	18920
eqtl-a-ENSG00000237436	ENSG00000237436	European	4339	16155
eqtl-a-ENSG00000169564	ENSG00000169564	European	31684	18551
eqtl-a-ENSG00000125304	ENSG00000125304	European	31684	18959
eqtl-a-ENSG00000100410	ENSG00000100410	European	14263	16772
eqtl-a-ENSG00000123360	ENSG00000123360	European	31684	18418
eqtl-a-ENSG00000107447	ENSG00000107447	European	31684	18264
eqtl-a-ENSG00000260077	ENSG00000260077	European	5502	19073
eqtl-a-ENSG00000260645	ENSG00000260645	European	21861	20332
eqtl-a-ENSG00000180815	ENSG00000180815	European	9188	10125
eqtl-a-ENSG00000144043	ENSG00000144043	European	31470	18930
eqtl-a-ENSG00000104835	ENSG00000104835	European	31684	18984
eqtl-a-ENSG00000185689	ENSG00000185689	European	30257	20335
eqtl-a-ENSG00000154814	ENSG00000154814	European	31470	19063
eqtl-a-ENSG00000136144	ENSG00000136144	European	31684	17946
eqtl-a-ENSG00000253772	ENSG00000253772	European	6936	17900
eqtl-a-ENSG00000176714	ENSG00000176714	European	28877	16483
eqtl-a-ENSG00000220472	ENSG00000220472	European	5502	18973
eqtl-a-ENSG00000239419	ENSG00000239419	European	5164	14404
eqtl-a-ENSG00000211663	ENSG00000211663	European	8269	19491
eqtl-a-ENSG00000242017	ENSG00000242017	European	4339	15996
eqtl-a-ENSG00000252412	ENSG00000252412	European	3831	16479
eqtl-a-ENSG00000223638	ENSG00000223638	European	6421	20187
eqtl-a-ENSG00000131408	ENSG00000131408	European	31470	19153
eqtl-a-ENSG00000164002	ENSG00000164002	European	25650	18079
eqtl-a-ENSG00000157600	ENSG00000157600	European	9188	10125
eqtl-a-ENSG00000204469	ENSG00000204469	European	9188	35846
eqtl-a-ENSG00000103174	ENSG00000103174	European	31684	22537
eqtl-a-ENSG00000249485	ENSG00000249485	European	21353	18033
eqtl-a-ENSG00000179588	ENSG00000179588	European	31684	22687
eqtl-a-ENSG00000196227	ENSG00000196227	European	25690	18676
eqtl-a-ENSG00000136450	ENSG00000136450	European	31684	17020
eqtl-a-ENSG00000088538	ENSG00000088538	European	26395	15173
eqtl-a-ENSG00000152700	ENSG00000152700	European	31684	17469
eqtl-a-ENSG00000182087	ENSG00000182087	European	25476	20181
eqtl-a-ENSG00000078487	ENSG00000078487	European	31684	16545
eqtl-a-ENSG00000104756	ENSG00000104756	European	31684	19145
eqtl-a-ENSG00000106080	ENSG00000106080	European	31644	18664
eqtl-a-ENSG00000264577	ENSG00000264577	European	5502	14308
eqtl-a-ENSG00000230629	ENSG00000230629	European	5502	10097
eqtl-a-ENSG00000103342	ENSG00000103342	European	31684	22538
eqtl-a-ENSG00000197415	ENSG00000197415	European	31684	18610
eqtl-a-ENSG00000170004	ENSG00000170004	European	31470	18336
eqtl-a-ENSG00000213073	ENSG00000213073	European	5502	18605
eqtl-a-ENSG00000257509	ENSG00000257509	European	4339	14913
eqtl-a-ENSG00000265743	ENSG00000265743	European	4994	15895
eqtl-a-ENSG00000135823	ENSG00000135823	European	31470	18351
eqtl-a-ENSG00000198610	ENSG00000198610	European	29432	22376
eqtl-a-ENSG00000144130	ENSG00000144130	European	17261	16859
eqtl-a-ENSG00000101901	ENSG00000101901	European	9188	10125
eqtl-a-ENSG00000178074	ENSG00000178074	European	31684	16473
eqtl-a-ENSG00000212978	ENSG00000212978	European	8269	15795
eqtl-a-ENSG00000133275	ENSG00000133275	European	31470	20672
eqtl-a-ENSG00000206549	ENSG00000206549	European	26418	16925
eqtl-a-ENSG00000245148	ENSG00000245148	European	4994	16361
eqtl-a-ENSG00000268996	ENSG00000268996	European	5164	16150
eqtl-a-ENSG00000206885	ENSG00000206885	European	19039	17685
eqtl-a-ENSG00000157625	ENSG00000157625	European	9188	10125
eqtl-a-ENSG00000102890	ENSG00000102890	European	14263	14924
eqtl-a-ENSG00000139323	ENSG00000139323	European	31684	16131
eqtl-a-ENSG00000184348	ENSG00000184348	European	30765	18227
eqtl-a-ENSG00000084110	ENSG00000084110	European	31470	19478
eqtl-a-ENSG00000197253	ENSG00000197253	European	6421	20207
eqtl-a-ENSG00000172640	ENSG00000172640	European	29094	17878
eqtl-a-ENSG00000136810	ENSG00000136810	European	24927	19715
eqtl-a-ENSG00000120458	ENSG00000120458	European	24727	19456
eqtl-a-ENSG00000135070	ENSG00000135070	European	11496	17629
eqtl-a-ENSG00000156453	ENSG00000156453	European	31684	18668
eqtl-a-ENSG00000214331	ENSG00000214331	European	5502	18210
eqtl-a-ENSG00000133315	ENSG00000133315	European	14263	16191
eqtl-a-ENSG00000196427	ENSG00000196427	European	9414	15928
eqtl-a-ENSG00000164078	ENSG00000164078	European	25975	14886
eqtl-a-ENSG00000066379	ENSG00000066379	European	14263	27482
eqtl-a-ENSG00000263884	ENSG00000263884	European	3831	14427
eqtl-a-ENSG00000081177	ENSG00000081177	European	31684	18152
eqtl-a-ENSG00000255748	ENSG00000255748	European	3831	13224
eqtl-a-ENSG00000162711	ENSG00000162711	European	31684	21778
eqtl-a-ENSG00000100106	ENSG00000100106	European	31684	18424
eqtl-a-ENSG00000140749	ENSG00000140749	European	26395	14327
eqtl-a-ENSG00000106780	ENSG00000106780	European	31470	16970
eqtl-a-ENSG00000231645	ENSG00000231645	European	3831	2720
eqtl-a-ENSG00000159086	ENSG00000159086	European	25476	17914
eqtl-a-ENSG00000048392	ENSG00000048392	European	31430	18922
eqtl-a-ENSG00000184575	ENSG00000184575	European	28703	17482
eqtl-a-ENSG00000125458	ENSG00000125458	European	31684	18859
eqtl-a-ENSG00000186480	ENSG00000186480	European	31644	21147
eqtl-a-ENSG00000164047	ENSG00000164047	European	31684	14349
eqtl-a-ENSG00000047932	ENSG00000047932	European	31684	18514
eqtl-a-ENSG00000119537	ENSG00000119537	European	31470	18590
eqtl-a-ENSG00000185507	ENSG00000185507	European	31684	17639
eqtl-a-ENSG00000162373	ENSG00000162373	European	31684	16790
eqtl-a-ENSG00000204103	ENSG00000204103	European	31684	17505
eqtl-a-ENSG00000260388	ENSG00000260388	European	4339	16936
eqtl-a-ENSG00000242048	ENSG00000242048	European	22495	18474
eqtl-a-ENSG00000148719	ENSG00000148719	European	31470	18121
eqtl-a-ENSG00000261372	ENSG00000261372	European	5502	18422
eqtl-a-ENSG00000236204	ENSG00000236204	European	20075	17935
eqtl-a-ENSG00000053372	ENSG00000053372	European	31684	19995
eqtl-a-ENSG00000176160	ENSG00000176160	European	26395	16243
eqtl-a-ENSG00000138382	ENSG00000138382	European	31684	19999
eqtl-a-ENSG00000224137	ENSG00000224137	European	5502	17250
eqtl-a-ENSG00000142188	ENSG00000142188	European	31470	17587
eqtl-a-ENSG00000135898	ENSG00000135898	European	31684	19002
eqtl-a-ENSG00000114062	ENSG00000114062	European	31470	21668
eqtl-a-ENSG00000130749	ENSG00000130749	European	25646	18313
eqtl-a-ENSG00000178498	ENSG00000178498	European	31684	17189
eqtl-a-ENSG00000168273	ENSG00000168273	European	20202	16374
eqtl-a-ENSG00000233382	ENSG00000233382	European	6421	10124
eqtl-a-ENSG00000143207	ENSG00000143207	European	31684	17422
eqtl-a-ENSG00000226784	ENSG00000226784	European	6936	10046
eqtl-a-ENSG00000178430	ENSG00000178430	European	4656	16205
eqtl-a-ENSG00000213190	ENSG00000213190	European	30935	16988
eqtl-a-ENSG00000101460	ENSG00000101460	European	31470	15942
eqtl-a-ENSG00000091844	ENSG00000091844	European	30257	19821
eqtl-a-ENSG00000211810	ENSG00000211810	European	5502	19004
eqtl-a-ENSG00000170509	ENSG00000170509	European	30895	18279
eqtl-a-ENSG00000238121	ENSG00000238121	European	17435	19025
eqtl-a-ENSG00000105401	ENSG00000105401	European	31684	18657
eqtl-a-ENSG00000129933	ENSG00000129933	European	26609	18192
eqtl-a-ENSG00000188636	ENSG00000188636	European	31684	21583
eqtl-a-ENSG00000177675	ENSG00000177675	European	30551	18891
eqtl-a-ENSG00000267127	ENSG00000267127	European	4339	14378
eqtl-a-ENSG00000267508	ENSG00000267508	European	26395	18655
eqtl-a-ENSG00000230487	ENSG00000230487	European	17435	21890
eqtl-a-ENSG00000187522	ENSG00000187522	European	31684	21002
eqtl-a-ENSG00000172653	ENSG00000172653	European	26609	16778
eqtl-a-ENSG00000233559	ENSG00000233559	European	4169	16403
eqtl-a-ENSG00000127377	ENSG00000127377	European	30427	18129
eqtl-a-ENSG00000230424	ENSG00000230424	European	5164	17612
eqtl-a-ENSG00000074964	ENSG00000074964	European	30721	19179
eqtl-a-ENSG00000028116	ENSG00000028116	European	26609	18075
eqtl-a-ENSG00000124209	ENSG00000124209	European	31684	18906
eqtl-a-ENSG00000213965	ENSG00000213965	European	26181	18724
eqtl-a-ENSG00000181751	ENSG00000181751	European	31684	18525
eqtl-a-ENSG00000104946	ENSG00000104946	European	31684	19067
eqtl-a-ENSG00000213018	ENSG00000213018	European	4677	10042
eqtl-a-ENSG00000106829	ENSG00000106829	European	31470	19182
eqtl-a-ENSG00000211695	ENSG00000211695	European	10577	19234
eqtl-a-ENSG00000111667	ENSG00000111667	European	31684	18788
eqtl-a-ENSG00000197558	ENSG00000197558	European	21121	19424
eqtl-a-ENSG00000232956	ENSG00000232956	European	22495	17731
eqtl-a-ENSG00000170579	ENSG00000170579	European	30551	20145
eqtl-a-ENSG00000157315	ENSG00000157315	European	26609	16898
eqtl-a-ENSG00000215769	ENSG00000215769	European	10577	16106
eqtl-a-ENSG00000176108	ENSG00000176108	European	31684	20797
eqtl-a-ENSG00000242539	ENSG00000242539	European	5502	16809
eqtl-a-ENSG00000197721	ENSG00000197721	European	9188	16822
eqtl-a-ENSG00000226979	ENSG00000226979	European	14263	33650
eqtl-a-ENSG00000206044	ENSG00000206044	European	4994	18062
eqtl-a-ENSG00000223878	ENSG00000223878	European	16224	18043
eqtl-a-ENSG00000113916	ENSG00000113916	European	31684	19354
eqtl-a-ENSG00000242580	ENSG00000242580	European	4530	11237
eqtl-a-ENSG00000185518	ENSG00000185518	European	25103	19817
eqtl-a-ENSG00000149557	ENSG00000149557	European	31684	18865
eqtl-a-ENSG00000112511	ENSG00000112511	European	14263	34705
eqtl-a-ENSG00000205786	ENSG00000205786	European	16753	18252
eqtl-a-ENSG00000180409	ENSG00000180409	European	4022	16651
eqtl-a-ENSG00000181511	ENSG00000181511	European	4339	9922
eqtl-a-ENSG00000007168	ENSG00000007168	European	26609	19354
eqtl-a-ENSG00000224956	ENSG00000224956	European	5502	13877
eqtl-a-ENSG00000227848	ENSG00000227848	European	3831	16498
eqtl-a-ENSG00000154710	ENSG00000154710	European	31470	19550
eqtl-a-ENSG00000161692	ENSG00000161692	European	31684	17107
eqtl-a-ENSG00000162722	ENSG00000162722	European	31684	20693
eqtl-a-ENSG00000089041	ENSG00000089041	European	31684	18085
eqtl-a-ENSG00000166848	ENSG00000166848	European	31300	20209
eqtl-a-ENSG00000108443	ENSG00000108443	European	31684	15569
eqtl-a-ENSG00000134321	ENSG00000134321	European	31684	19306
eqtl-a-ENSG00000268366	ENSG00000268366	European	9403	18079
eqtl-a-ENSG00000211766	ENSG00000211766	European	5164	15007
eqtl-a-ENSG00000184611	ENSG00000184611	European	26101	16957
eqtl-a-ENSG00000197183	ENSG00000197183	European	26609	16859
eqtl-a-ENSG00000104918	ENSG00000104918	European	31684	20493
eqtl-a-ENSG00000207042	ENSG00000207042	European	4022	12562
eqtl-a-ENSG00000124780	ENSG00000124780	European	31684	19216
eqtl-a-ENSG00000169032	ENSG00000169032	European	14263	17281
eqtl-a-ENSG00000162994	ENSG00000162994	European	25690	19579
eqtl-a-ENSG00000259628	ENSG00000259628	European	4656	15648
eqtl-a-ENSG00000120158	ENSG00000120158	European	31684	20289
eqtl-a-ENSG00000188368	ENSG00000188368	European	31684	18492
eqtl-a-ENSG00000234420	ENSG00000234420	European	18180	17567
eqtl-a-ENSG00000089876	ENSG00000089876	European	31684	19400
eqtl-a-ENSG00000137814	ENSG00000137814	European	31684	16414
eqtl-a-ENSG00000168394	ENSG00000168394	European	14263	35299
eqtl-a-ENSG00000170604	ENSG00000170604	European	31470	18656
eqtl-a-ENSG00000258900	ENSG00000258900	European	5502	17846
eqtl-a-ENSG00000173801	ENSG00000173801	European	31186	18032
eqtl-a-ENSG00000108700	ENSG00000108700	European	30574	18894
eqtl-a-ENSG00000110921	ENSG00000110921	European	31684	17493
eqtl-a-ENSG00000153317	ENSG00000153317	European	31470	19181
eqtl-a-ENSG00000238528	ENSG00000238528	European	5164	15803
eqtl-a-ENSG00000108395	ENSG00000108395	European	31470	15452
eqtl-a-ENSG00000196369	ENSG00000196369	European	5502	10435
eqtl-a-ENSG00000156709	ENSG00000156709	European	9188	10125
eqtl-a-ENSG00000101365	ENSG00000101365	European	31684	19528
eqtl-a-ENSG00000107560	ENSG00000107560	European	31470	18463
eqtl-a-ENSG00000260032	ENSG00000260032	European	8269	14949
eqtl-a-ENSG00000204176	ENSG00000204176	European	25138	12939
eqtl-a-ENSG00000124831	ENSG00000124831	European	14263	19368
eqtl-a-ENSG00000157985	ENSG00000157985	European	31470	19731
eqtl-a-ENSG00000100030	ENSG00000100030	European	30721	18800
eqtl-a-ENSG00000176845	ENSG00000176845	European	31470	16160
eqtl-a-ENSG00000248727	ENSG00000248727	European	22111	18685
eqtl-a-ENSG00000258944	ENSG00000258944	European	5502	17991
eqtl-a-ENSG00000198825	ENSG00000198825	European	31470	19242
eqtl-a-ENSG00000116898	ENSG00000116898	European	31684	17270
eqtl-a-ENSG00000049167	ENSG00000049167	European	31684	17336
eqtl-a-ENSG00000136930	ENSG00000136930	European	31684	17460
eqtl-a-ENSG00000119042	ENSG00000119042	European	31684	16352
eqtl-a-ENSG00000232117	ENSG00000232117	European	4339	17329
eqtl-a-ENSG00000080819	ENSG00000080819	European	26196	20048
eqtl-a-ENSG00000164265	ENSG00000164265	European	31186	19115
eqtl-a-ENSG00000196810	ENSG00000196810	European	24941	19334
eqtl-a-ENSG00000187609	ENSG00000187609	European	31684	17547
eqtl-a-ENSG00000119782	ENSG00000119782	European	9188	16862
eqtl-a-ENSG00000205485	ENSG00000205485	European	10577	17222
eqtl-a-ENSG00000243725	ENSG00000243725	European	31684	19402
eqtl-a-ENSG00000165309	ENSG00000165309	European	26196	17907
eqtl-a-ENSG00000258839	ENSG00000258839	European	31684	17415
eqtl-a-ENSG00000244513	ENSG00000244513	European	5502	18310
eqtl-a-ENSG00000100902	ENSG00000100902	European	22879	18239
eqtl-a-ENSG00000225331	ENSG00000225331	European	22495	19923
eqtl-a-ENSG00000130656	ENSG00000130656	European	28419	16843
eqtl-a-ENSG00000106344	ENSG00000106344	European	31684	17607
eqtl-a-ENSG00000159593	ENSG00000159593	European	31470	16345
eqtl-a-ENSG00000227507	ENSG00000227507	European	14263	34064
eqtl-a-ENSG00000226167	ENSG00000226167	European	4994	15961
eqtl-a-ENSG00000140365	ENSG00000140365	European	31470	16116
eqtl-a-ENSG00000196937	ENSG00000196937	European	6421	16480
eqtl-a-ENSG00000164106	ENSG00000164106	European	29940	17982
eqtl-a-ENSG00000228274	ENSG00000228274	European	5502	16790
eqtl-a-ENSG00000255503	ENSG00000255503	European	3831	16225
eqtl-a-ENSG00000170310	ENSG00000170310	European	31684	19623
eqtl-a-ENSG00000254064	ENSG00000254064	European	4994	17386
eqtl-a-ENSG00000102178	ENSG00000102178	European	9188	10125
eqtl-a-ENSG00000224831	ENSG00000224831	European	10577	17792
eqtl-a-ENSG00000169895	ENSG00000169895	European	9188	10125
eqtl-a-ENSG00000244682	ENSG00000244682	European	6421	17708
eqtl-a-ENSG00000224114	ENSG00000224114	European	5502	14673
eqtl-a-ENSG00000267676	ENSG00000267676	European	4022	17855
eqtl-a-ENSG00000182853	ENSG00000182853	European	31684	20349
eqtl-a-ENSG00000260940	ENSG00000260940	European	5164	16563
eqtl-a-ENSG00000175048	ENSG00000175048	European	31470	18216
eqtl-a-ENSG00000171291	ENSG00000171291	European	26609	18103
eqtl-a-ENSG00000241685	ENSG00000241685	European	28917	16633
eqtl-a-ENSG00000174529	ENSG00000174529	European	30935	17864
eqtl-a-ENSG00000099769	ENSG00000099769	European	29388	20393
eqtl-a-ENSG00000025293	ENSG00000025293	European	31684	16045
eqtl-a-ENSG00000064309	ENSG00000064309	European	31684	19233
eqtl-a-ENSG00000179021	ENSG00000179021	European	31644	19471
eqtl-a-ENSG00000118620	ENSG00000118620	European	31470	21765
eqtl-a-ENSG00000120833	ENSG00000120833	European	31470	18282
eqtl-a-ENSG00000103042	ENSG00000103042	European	31684	19692
eqtl-a-ENSG00000205981	ENSG00000205981	European	31300	16982
eqtl-a-ENSG00000100298	ENSG00000100298	European	31684	17626
eqtl-a-ENSG00000124549	ENSG00000124549	European	25690	18518
eqtl-a-ENSG00000110422	ENSG00000110422	European	31470	18225
eqtl-a-ENSG00000172716	ENSG00000172716	European	31644	17610
eqtl-a-ENSG00000105323	ENSG00000105323	European	26395	17433
eqtl-a-ENSG00000207498	ENSG00000207498	European	4339	15985
eqtl-a-ENSG00000169181	ENSG00000169181	European	29432	16722
eqtl-a-ENSG00000169105	ENSG00000169105	European	31684	17403
eqtl-a-ENSG00000101444	ENSG00000101444	European	14263	15026
eqtl-a-ENSG00000188994	ENSG00000188994	European	26181	18365
eqtl-a-ENSG00000182134	ENSG00000182134	European	31684	17233
eqtl-a-ENSG00000151466	ENSG00000151466	European	9188	17240
eqtl-a-ENSG00000106538	ENSG00000106538	European	29218	19633
eqtl-a-ENSG00000072163	ENSG00000072163	European	14263	18875
eqtl-a-ENSG00000262663	ENSG00000262663	European	5311	15701
eqtl-a-ENSG00000187690	ENSG00000187690	European	6936	10046
eqtl-a-ENSG00000126756	ENSG00000126756	European	9188	10125
eqtl-a-ENSG00000172250	ENSG00000172250	European	29999	18249
eqtl-a-ENSG00000108854	ENSG00000108854	European	14263	16204
eqtl-a-ENSG00000182327	ENSG00000182327	European	26101	20163
eqtl-a-ENSG00000239388	ENSG00000239388	European	30962	18287
eqtl-a-ENSG00000226380	ENSG00000226380	European	22495	17422
eqtl-a-ENSG00000120729	ENSG00000120729	European	28874	16630
eqtl-a-ENSG00000164366	ENSG00000164366	European	31470	17080
eqtl-a-ENSG00000124466	ENSG00000124466	European	31684	20152
eqtl-a-ENSG00000103966	ENSG00000103966	European	31684	17116
eqtl-a-ENSG00000125733	ENSG00000125733	European	31470	20973
eqtl-a-ENSG00000227159	ENSG00000227159	European	4677	10042
eqtl-a-ENSG00000183117	ENSG00000183117	European	31132	30223
eqtl-a-ENSG00000174171	ENSG00000174171	European	5502	16015
eqtl-a-ENSG00000145700	ENSG00000145700	European	17261	18115
eqtl-a-ENSG00000215784	ENSG00000215784	European	9943	10426
eqtl-a-ENSG00000198799	ENSG00000198799	European	31684	17021
eqtl-a-ENSG00000141034	ENSG00000141034	European	25476	17019
eqtl-a-ENSG00000261996	ENSG00000261996	European	5502	18821
eqtl-a-ENSG00000100580	ENSG00000100580	European	26609	19858
eqtl-a-ENSG00000163554	ENSG00000163554	European	30935	19654
eqtl-a-ENSG00000008256	ENSG00000008256	European	31470	22221
eqtl-a-ENSG00000180357	ENSG00000180357	European	26609	17060
eqtl-a-ENSG00000145860	ENSG00000145860	European	31430	17671
eqtl-a-ENSG00000226564	ENSG00000226564	European	17261	18299
eqtl-a-ENSG00000126768	ENSG00000126768	European	9188	10125
eqtl-a-ENSG00000144959	ENSG00000144959	European	31644	18355
eqtl-a-ENSG00000189339	ENSG00000189339	European	11496	17956
eqtl-a-ENSG00000259305	ENSG00000259305	European	7423	15798
eqtl-a-ENSG00000232229	ENSG00000232229	European	5502	18234
eqtl-a-ENSG00000163110	ENSG00000163110	European	31470	18940
eqtl-a-ENSG00000172058	ENSG00000172058	European	9435	12002
eqtl-a-ENSG00000205047	ENSG00000205047	European	25277	22657
eqtl-a-ENSG00000198783	ENSG00000198783	European	31470	18357
eqtl-a-ENSG00000060237	ENSG00000060237	European	31684	18628
eqtl-a-ENSG00000260105	ENSG00000260105	European	22495	16234
eqtl-a-ENSG00000233488	ENSG00000233488	European	16098	14772
eqtl-a-ENSG00000244620	ENSG00000244620	European	10239	18170
eqtl-a-ENSG00000224877	ENSG00000224877	European	21121	20071
eqtl-a-ENSG00000112679	ENSG00000112679	European	31684	15868
eqtl-a-ENSG00000143466	ENSG00000143466	European	14263	14931
eqtl-a-ENSG00000186298	ENSG00000186298	European	31684	16287
eqtl-a-ENSG00000167645	ENSG00000167645	European	31470	18217
eqtl-a-ENSG00000092295	ENSG00000092295	European	31684	19256
eqtl-a-ENSG00000137841	ENSG00000137841	European	31684	17797
eqtl-a-ENSG00000027001	ENSG00000027001	European	31684	22260
eqtl-a-ENSG00000102882	ENSG00000102882	European	31470	14666
eqtl-a-ENSG00000070761	ENSG00000070761	European	31470	20187
eqtl-a-ENSG00000102524	ENSG00000102524	European	31470	20714
eqtl-a-ENSG00000269427	ENSG00000269427	European	4656	17417
eqtl-a-ENSG00000161526	ENSG00000161526	European	31470	18597
eqtl-a-ENSG00000164733	ENSG00000164733	European	31644	19885
eqtl-a-ENSG00000151491	ENSG00000151491	European	31430	17447
eqtl-a-ENSG00000038532	ENSG00000038532	European	26395	21213
eqtl-a-ENSG00000235897	ENSG00000235897	European	5502	17692
eqtl-a-ENSG00000068097	ENSG00000068097	European	31684	15618
eqtl-a-ENSG00000267554	ENSG00000267554	European	5502	16030
eqtl-a-ENSG00000263982	ENSG00000263982	European	4360	20117
eqtl-a-ENSG00000138600	ENSG00000138600	European	31684	18119
eqtl-a-ENSG00000087365	ENSG00000087365	European	31470	16001
eqtl-a-ENSG00000162949	ENSG00000162949	European	31684	19078
eqtl-a-ENSG00000134905	ENSG00000134905	European	14263	20551
eqtl-a-ENSG00000165832	ENSG00000165832	European	31684	18270
eqtl-a-ENSG00000172006	ENSG00000172006	European	31684	20977
eqtl-a-ENSG00000239732	ENSG00000239732	European	31684	16242
eqtl-a-ENSG00000054282	ENSG00000054282	European	14263	17524
eqtl-a-ENSG00000142856	ENSG00000142856	European	14263	17615
eqtl-a-ENSG00000001460	ENSG00000001460	European	25476	17627
eqtl-a-ENSG00000177051	ENSG00000177051	European	31256	18714
eqtl-a-ENSG00000265800	ENSG00000265800	European	4169	17187
eqtl-a-ENSG00000235501	ENSG00000235501	European	16436	17560
eqtl-a-ENSG00000101384	ENSG00000101384	European	31470	19180
eqtl-a-ENSG00000123737	ENSG00000123737	European	26609	19044
eqtl-a-ENSG00000163170	ENSG00000163170	European	26395	16466
eqtl-a-ENSG00000096070	ENSG00000096070	European	26609	17902
eqtl-a-ENSG00000167522	ENSG00000167522	European	31644	20964
eqtl-a-ENSG00000267321	ENSG00000267321	European	5502	15759
eqtl-a-ENSG00000230295	ENSG00000230295	European	4656	17320
