ID	Trait	Population	Sample_size	Nsnp
eqtl-a-ENSG00000221883	ENSG00000221883	European	20202	14254
eqtl-a-ENSG00000229431	ENSG00000229431	European	4360	16014
eqtl-a-ENSG00000112335	ENSG00000112335	European	31300	17339
eqtl-a-ENSG00000183562	ENSG00000183562	European	4994	18636
eqtl-a-ENSG00000269202	ENSG00000269202	European	5502	15019
eqtl-a-ENSG00000197385	ENSG00000197385	European	20737	19734
eqtl-a-ENSG00000247473	ENSG00000247473	European	4169	18376
eqtl-a-ENSG00000129465	ENSG00000129465	European	30935	19513
eqtl-a-ENSG00000186416	ENSG00000186416	European	9188	10125
eqtl-a-ENSG00000221944	ENSG00000221944	European	31684	18649
eqtl-a-ENSG00000215595	ENSG00000215595	European	24099	19059
eqtl-a-ENSG00000122140	ENSG00000122140	European	31684	21544
eqtl-a-ENSG00000103184	ENSG00000103184	European	31256	22482
eqtl-a-ENSG00000158717	ENSG00000158717	European	31684	22588
eqtl-a-ENSG00000132382	ENSG00000132382	European	31684	20270
eqtl-a-ENSG00000163818	ENSG00000163818	European	26609	19099
eqtl-a-ENSG00000237883	ENSG00000237883	European	5502	15648
eqtl-a-ENSG00000224646	ENSG00000224646	European	3831	15097
eqtl-a-ENSG00000205663	ENSG00000205663	European	5502	10097
eqtl-a-ENSG00000110944	ENSG00000110944	European	31684	16668
eqtl-a-ENSG00000207709	ENSG00000207709	European	16272	16683
eqtl-a-ENSG00000136295	ENSG00000136295	European	31684	22816
eqtl-a-ENSG00000137776	ENSG00000137776	European	31684	19183
eqtl-a-ENSG00000129757	ENSG00000129757	European	14263	19657
eqtl-a-ENSG00000225969	ENSG00000225969	European	7444	14382
eqtl-a-ENSG00000225159	ENSG00000225159	European	21861	15972
eqtl-a-ENSG00000176986	ENSG00000176986	European	31684	15977
eqtl-a-ENSG00000153902	ENSG00000153902	European	30859	18667
eqtl-a-ENSG00000143630	ENSG00000143630	European	14263	15144
eqtl-a-ENSG00000154175	ENSG00000154175	European	29432	17732
eqtl-a-ENSG00000133256	ENSG00000133256	European	25646	18065
eqtl-a-ENSG00000091073	ENSG00000091073	European	26395	18335
eqtl-a-ENSG00000254999	ENSG00000254999	European	25690	18940
eqtl-a-ENSG00000196155	ENSG00000196155	European	26609	15312
eqtl-a-ENSG00000253120	ENSG00000253120	European	3831	17730
eqtl-a-ENSG00000264304	ENSG00000264304	European	4994	13916
eqtl-a-ENSG00000213366	ENSG00000213366	European	23628	17712
eqtl-a-ENSG00000177380	ENSG00000177380	European	31470	18992
eqtl-a-ENSG00000169184	ENSG00000169184	European	31644	18442
eqtl-a-ENSG00000131931	ENSG00000131931	European	31644	16858
eqtl-a-ENSG00000131471	ENSG00000131471	European	31684	16374
eqtl-a-ENSG00000056050	ENSG00000056050	European	6421	17919
eqtl-a-ENSG00000183473	ENSG00000183473	European	31256	19350
eqtl-a-ENSG00000228570	ENSG00000228570	European	5502	19040
eqtl-a-ENSG00000159899	ENSG00000159899	European	26395	16999
eqtl-a-ENSG00000103326	ENSG00000103326	European	26609	19058
eqtl-a-ENSG00000213809	ENSG00000213809	European	25646	21031
eqtl-a-ENSG00000023330	ENSG00000023330	European	31470	16147
eqtl-a-ENSG00000169084	ENSG00000169084	European	5502	10097
eqtl-a-ENSG00000153936	ENSG00000153936	European	31684	18507
eqtl-a-ENSG00000128617	ENSG00000128617	European	30765	17611
eqtl-a-ENSG00000112208	ENSG00000112208	European	14263	16275
eqtl-a-ENSG00000182912	ENSG00000182912	European	30765	21035
eqtl-a-ENSG00000265666	ENSG00000265666	European	5502	16664
eqtl-a-ENSG00000267571	ENSG00000267571	European	4656	17454
eqtl-a-ENSG00000168175	ENSG00000168175	European	14263	17793
eqtl-a-ENSG00000104714	ENSG00000104714	European	31470	21642
eqtl-a-ENSG00000250130	ENSG00000250130	European	4677	14882
eqtl-a-ENSG00000100442	ENSG00000100442	European	26395	18198
eqtl-a-ENSG00000249709	ENSG00000249709	European	14263	17198
eqtl-a-ENSG00000153975	ENSG00000153975	European	14263	17508
eqtl-a-ENSG00000099814	ENSG00000099814	European	25690	20264
eqtl-a-ENSG00000179562	ENSG00000179562	European	31684	17712
eqtl-a-ENSG00000125772	ENSG00000125772	European	31684	20528
eqtl-a-ENSG00000253986	ENSG00000253986	European	5502	18012
eqtl-a-ENSG00000124574	ENSG00000124574	European	31684	17569
eqtl-a-ENSG00000215548	ENSG00000215548	European	17261	10843
eqtl-a-ENSG00000083168	ENSG00000083168	European	25476	18022
eqtl-a-ENSG00000214770	ENSG00000214770	European	3831	15605
eqtl-a-ENSG00000176641	ENSG00000176641	European	29917	18884
eqtl-a-ENSG00000179044	ENSG00000179044	European	20028	15155
eqtl-a-ENSG00000206177	ENSG00000206177	European	30972	16879
eqtl-a-ENSG00000147485	ENSG00000147485	European	30551	19988
eqtl-a-ENSG00000121152	ENSG00000121152	European	31684	13952
eqtl-a-ENSG00000187556	ENSG00000187556	European	24099	17134
eqtl-a-ENSG00000255062	ENSG00000255062	European	4994	18043
eqtl-a-ENSG00000074755	ENSG00000074755	European	31684	20505
eqtl-a-ENSG00000189136	ENSG00000189136	European	10577	16532
eqtl-a-ENSG00000137074	ENSG00000137074	European	26609	19487
eqtl-a-ENSG00000198723	ENSG00000198723	European	31155	20330
eqtl-a-ENSG00000184385	ENSG00000184385	European	28877	21657
eqtl-a-ENSG00000108061	ENSG00000108061	European	31470	19204
eqtl-a-ENSG00000228261	ENSG00000228261	European	4169	16243
eqtl-a-ENSG00000181450	ENSG00000181450	European	31470	19190
eqtl-a-ENSG00000068697	ENSG00000068697	European	30935	18982
eqtl-a-ENSG00000137261	ENSG00000137261	European	31684	21463
eqtl-a-ENSG00000125648	ENSG00000125648	European	14263	19500
eqtl-a-ENSG00000138028	ENSG00000138028	European	30131	16273
eqtl-a-ENSG00000140463	ENSG00000140463	European	31684	16085
eqtl-a-ENSG00000233999	ENSG00000233999	European	3831	12636
eqtl-a-ENSG00000088888	ENSG00000088888	European	31470	20055
eqtl-a-ENSG00000237993	ENSG00000237993	European	3831	15536
eqtl-a-ENSG00000168152	ENSG00000168152	European	31684	18737
eqtl-a-ENSG00000180992	ENSG00000180992	European	31470	18294
eqtl-a-ENSG00000204590	ENSG00000204590	European	14263	35245
eqtl-a-ENSG00000139597	ENSG00000139597	European	31470	17869
eqtl-a-ENSG00000070047	ENSG00000070047	European	21335	17233
eqtl-a-ENSG00000236710	ENSG00000236710	European	3831	16980
eqtl-a-ENSG00000139719	ENSG00000139719	European	31684	17111
eqtl-a-ENSG00000203667	ENSG00000203667	European	25690	19256
eqtl-a-ENSG00000225964	ENSG00000225964	European	5502	18320
eqtl-a-ENSG00000151948	ENSG00000151948	European	14263	20453
eqtl-a-ENSG00000149136	ENSG00000149136	European	31470	18479
eqtl-a-ENSG00000255710	ENSG00000255710	European	20969	17770
eqtl-a-ENSG00000269877	ENSG00000269877	European	5502	20800
eqtl-a-ENSG00000196466	ENSG00000196466	European	23429	17614
eqtl-a-ENSG00000100373	ENSG00000100373	European	14263	20283
eqtl-a-ENSG00000268000	ENSG00000268000	European	15781	17402
eqtl-a-ENSG00000205821	ENSG00000205821	European	24313	18326
eqtl-a-ENSG00000215559	ENSG00000215559	European	22709	18972
eqtl-a-ENSG00000133835	ENSG00000133835	European	26410	19752
eqtl-a-ENSG00000166783	ENSG00000166783	European	31684	15397
eqtl-a-ENSG00000198538	ENSG00000198538	European	31470	22664
eqtl-a-ENSG00000172070	ENSG00000172070	European	27754	17588
eqtl-a-ENSG00000239650	ENSG00000239650	European	6421	15179
eqtl-a-ENSG00000152932	ENSG00000152932	European	29940	19339
eqtl-a-ENSG00000075624	ENSG00000075624	European	14263	20326
eqtl-a-ENSG00000257446	ENSG00000257446	European	19788	17786
eqtl-a-ENSG00000229809	ENSG00000229809	European	31684	14607
eqtl-a-ENSG00000108479	ENSG00000108479	European	31684	18723
eqtl-a-ENSG00000100504	ENSG00000100504	European	31684	19147
eqtl-a-ENSG00000198947	ENSG00000198947	European	9188	10125
eqtl-a-ENSG00000156261	ENSG00000156261	European	31684	18767
eqtl-a-ENSG00000156050	ENSG00000156050	European	23842	18232
eqtl-a-ENSG00000131127	ENSG00000131127	European	31684	16723
eqtl-a-ENSG00000149294	ENSG00000149294	European	31684	17856
eqtl-a-ENSG00000246477	ENSG00000246477	European	4994	19374
eqtl-a-ENSG00000186222	ENSG00000186222	European	25690	22024
eqtl-a-ENSG00000243335	ENSG00000243335	European	9188	18303
eqtl-a-ENSG00000223571	ENSG00000223571	European	3831	9828
eqtl-a-ENSG00000235958	ENSG00000235958	European	4803	17956
eqtl-a-ENSG00000214654	ENSG00000214654	European	25262	16621
eqtl-a-ENSG00000254653	ENSG00000254653	European	3831	14004
eqtl-a-ENSG00000136244	ENSG00000136244	European	30765	19276
eqtl-a-ENSG00000105662	ENSG00000105662	European	31684	18154
eqtl-a-ENSG00000158552	ENSG00000158552	European	26609	17443
eqtl-a-ENSG00000235423	ENSG00000235423	European	5502	16842
eqtl-a-ENSG00000196154	ENSG00000196154	European	25860	17541
eqtl-a-ENSG00000211456	ENSG00000211456	European	30935	19019
eqtl-a-ENSG00000188582	ENSG00000188582	European	31684	18477
eqtl-a-ENSG00000261604	ENSG00000261604	European	4169	16642
eqtl-a-ENSG00000129925	ENSG00000129925	European	31684	18231
eqtl-a-ENSG00000242086	ENSG00000242086	European	25476	21014
eqtl-a-ENSG00000237351	ENSG00000237351	European	3831	9828
eqtl-a-ENSG00000126790	ENSG00000126790	European	25650	17817
eqtl-a-ENSG00000072756	ENSG00000072756	European	31684	22554
eqtl-a-ENSG00000237575	ENSG00000237575	European	30819	15685
eqtl-a-ENSG00000145241	ENSG00000145241	European	9188	17491
eqtl-a-ENSG00000100941	ENSG00000100941	European	31684	19186
eqtl-a-ENSG00000185585	ENSG00000185585	European	31684	17670
eqtl-a-ENSG00000214772	ENSG00000214772	European	3831	15504
eqtl-a-ENSG00000143816	ENSG00000143816	European	25277	19259
eqtl-a-ENSG00000102904	ENSG00000102904	European	31684	15824
eqtl-a-ENSG00000260927	ENSG00000260927	European	23591	19070
eqtl-a-ENSG00000160075	ENSG00000160075	European	31684	18618
eqtl-a-ENSG00000055917	ENSG00000055917	European	31470	19004
eqtl-a-ENSG00000065413	ENSG00000065413	European	31644	16797
eqtl-a-ENSG00000219682	ENSG00000219682	European	4868	19212
eqtl-a-ENSG00000236144	ENSG00000236144	European	5502	17448
eqtl-a-ENSG00000160219	ENSG00000160219	European	9188	10125
eqtl-a-ENSG00000249849	ENSG00000249849	European	3831	15508
eqtl-a-ENSG00000116574	ENSG00000116574	European	26410	18174
eqtl-a-ENSG00000240498	ENSG00000240498	European	24628	19511
eqtl-a-ENSG00000073536	ENSG00000073536	European	31684	18512
eqtl-a-ENSG00000255507	ENSG00000255507	European	4169	16034
eqtl-a-ENSG00000232224	ENSG00000232224	European	22495	20799
eqtl-a-ENSG00000198618	ENSG00000198618	European	5502	19658
eqtl-a-ENSG00000145332	ENSG00000145332	European	31644	18368
eqtl-a-ENSG00000186399	ENSG00000186399	European	22111	16174
eqtl-a-ENSG00000054793	ENSG00000054793	European	26395	19109
eqtl-a-ENSG00000167634	ENSG00000167634	European	31684	22254
eqtl-a-ENSG00000080815	ENSG00000080815	European	31470	19306
eqtl-a-ENSG00000120915	ENSG00000120915	European	31684	20171
eqtl-a-ENSG00000128285	ENSG00000128285	European	30013	15433
eqtl-a-ENSG00000247774	ENSG00000247774	European	17435	18958
eqtl-a-ENSG00000250896	ENSG00000250896	European	8269	19516
eqtl-a-ENSG00000213906	ENSG00000213906	European	31684	19400
eqtl-a-ENSG00000160293	ENSG00000160293	European	31470	21138
eqtl-a-ENSG00000205710	ENSG00000205710	European	20947	19945
eqtl-a-ENSG00000108733	ENSG00000108733	European	31644	16771
eqtl-a-ENSG00000237797	ENSG00000237797	European	4339	15682
eqtl-a-ENSG00000158473	ENSG00000158473	European	31684	20083
eqtl-a-ENSG00000156504	ENSG00000156504	European	9188	10125
eqtl-a-ENSG00000185825	ENSG00000185825	European	9188	10125
eqtl-a-ENSG00000254477	ENSG00000254477	European	5502	16908
eqtl-a-ENSG00000198589	ENSG00000198589	European	31470	17184
eqtl-a-ENSG00000107371	ENSG00000107371	European	31684	18878
eqtl-a-ENSG00000174607	ENSG00000174607	European	31644	20021
eqtl-a-ENSG00000164776	ENSG00000164776	European	9188	18097
eqtl-a-ENSG00000116213	ENSG00000116213	European	25690	20609
eqtl-a-ENSG00000260979	ENSG00000260979	European	5502	21854
eqtl-a-ENSG00000123213	ENSG00000123213	European	31684	18260
eqtl-a-ENSG00000186409	ENSG00000186409	European	31470	17560
eqtl-a-ENSG00000254409	ENSG00000254409	European	7106	16848
eqtl-a-ENSG00000112796	ENSG00000112796	European	31684	18258
eqtl-a-ENSG00000143315	ENSG00000143315	European	31684	18672
eqtl-a-ENSG00000185869	ENSG00000185869	European	26395	17044
eqtl-a-ENSG00000137842	ENSG00000137842	European	31684	15348
eqtl-a-ENSG00000132541	ENSG00000132541	European	31470	17484
eqtl-a-ENSG00000186073	ENSG00000186073	European	25860	18305
eqtl-a-ENSG00000198556	ENSG00000198556	European	31684	16517
eqtl-a-ENSG00000184619	ENSG00000184619	European	31684	18549
eqtl-a-ENSG00000135525	ENSG00000135525	European	30895	17364
eqtl-a-ENSG00000155957	ENSG00000155957	European	31684	17577
eqtl-a-ENSG00000232907	ENSG00000232907	European	5164	13765
eqtl-a-ENSG00000251600	ENSG00000251600	European	4339	15417
eqtl-a-ENSG00000266714	ENSG00000266714	European	17431	18100
eqtl-a-ENSG00000228315	ENSG00000228315	European	7931	17064
eqtl-a-ENSG00000211943	ENSG00000211943	European	5502	16734
eqtl-a-ENSG00000137571	ENSG00000137571	European	30765	17954
eqtl-a-ENSG00000173535	ENSG00000173535	European	31684	19427
eqtl-a-ENSG00000164978	ENSG00000164978	European	31684	17630
eqtl-a-ENSG00000158423	ENSG00000158423	European	9188	10125
eqtl-a-ENSG00000101265	ENSG00000101265	European	31470	20586
eqtl-a-ENSG00000197785	ENSG00000197785	European	26609	18321
eqtl-a-ENSG00000178761	ENSG00000178761	European	24941	16051
eqtl-a-ENSG00000001461	ENSG00000001461	European	31684	17767
eqtl-a-ENSG00000188725	ENSG00000188725	European	25476	17186
eqtl-a-ENSG00000262652	ENSG00000262652	European	4169	16621
eqtl-a-ENSG00000260534	ENSG00000260534	European	5502	15297
eqtl-a-ENSG00000125901	ENSG00000125901	European	31684	19318
eqtl-a-ENSG00000104957	ENSG00000104957	European	31684	17936
eqtl-a-ENSG00000196565	ENSG00000196565	European	9188	21625
eqtl-a-ENSG00000117242	ENSG00000117242	European	7931	16779
eqtl-a-ENSG00000251666	ENSG00000251666	European	5164	14988
eqtl-a-ENSG00000137154	ENSG00000137154	European	9188	18899
eqtl-a-ENSG00000159618	ENSG00000159618	European	31684	19719
eqtl-a-ENSG00000269439	ENSG00000269439	European	5502	17758
eqtl-a-ENSG00000157657	ENSG00000157657	European	26181	18634
eqtl-a-ENSG00000005249	ENSG00000005249	European	31684	17928
eqtl-a-ENSG00000203644	ENSG00000203644	European	5502	16927
eqtl-a-ENSG00000131653	ENSG00000131653	European	31684	19573
eqtl-a-ENSG00000229939	ENSG00000229939	European	4656	10022
eqtl-a-ENSG00000229097	ENSG00000229097	European	4994	19569
eqtl-a-ENSG00000121775	ENSG00000121775	European	31470	17103
eqtl-a-ENSG00000257218	ENSG00000257218	European	31684	18215
eqtl-a-ENSG00000168395	ENSG00000168395	European	31256	17650
eqtl-a-ENSG00000154611	ENSG00000154611	European	31346	17780
eqtl-a-ENSG00000155313	ENSG00000155313	European	31684	18208
eqtl-a-ENSG00000197016	ENSG00000197016	European	26609	20493
eqtl-a-ENSG00000247828	ENSG00000247828	European	5502	14449
eqtl-a-ENSG00000102531	ENSG00000102531	European	31684	17900
eqtl-a-ENSG00000140526	ENSG00000140526	European	31684	19504
eqtl-a-ENSG00000249309	ENSG00000249309	European	9911	18019
eqtl-a-ENSG00000102241	ENSG00000102241	European	9188	10125
eqtl-a-ENSG00000182463	ENSG00000182463	European	31256	18579
eqtl-a-ENSG00000101335	ENSG00000101335	European	31684	15821
eqtl-a-ENSG00000187513	ENSG00000187513	European	30859	17926
eqtl-a-ENSG00000267283	ENSG00000267283	European	5502	19039
eqtl-a-ENSG00000117758	ENSG00000117758	European	31684	16118
eqtl-a-ENSG00000269038	ENSG00000269038	European	4022	13698
eqtl-a-ENSG00000164096	ENSG00000164096	European	31470	19006
eqtl-a-ENSG00000070610	ENSG00000070610	European	31684	17277
eqtl-a-ENSG00000179564	ENSG00000179564	European	24865	15237
eqtl-a-ENSG00000229515	ENSG00000229515	European	7761	17613
eqtl-a-ENSG00000197782	ENSG00000197782	European	26609	18459
eqtl-a-ENSG00000234882	ENSG00000234882	European	8269	18041
eqtl-a-ENSG00000176531	ENSG00000176531	European	31256	20001
eqtl-a-ENSG00000169508	ENSG00000169508	European	31644	19267
eqtl-a-ENSG00000114209	ENSG00000114209	European	31684	17945
eqtl-a-ENSG00000159640	ENSG00000159640	European	31684	16106
eqtl-a-ENSG00000254718	ENSG00000254718	European	5164	14962
eqtl-a-ENSG00000261663	ENSG00000261663	European	4994	17533
eqtl-a-ENSG00000137806	ENSG00000137806	European	14263	16568
eqtl-a-ENSG00000182795	ENSG00000182795	European	31644	16516
eqtl-a-ENSG00000146433	ENSG00000146433	European	26181	19964
eqtl-a-ENSG00000155465	ENSG00000155465	European	31684	20000
eqtl-a-ENSG00000259118	ENSG00000259118	European	4994	16875
eqtl-a-ENSG00000135314	ENSG00000135314	European	31470	19155
eqtl-a-ENSG00000158555	ENSG00000158555	European	31684	17341
eqtl-a-ENSG00000259205	ENSG00000259205	European	5502	20207
eqtl-a-ENSG00000137992	ENSG00000137992	European	31684	18045
eqtl-a-ENSG00000180198	ENSG00000180198	European	26395	16477
eqtl-a-ENSG00000235621	ENSG00000235621	European	20028	18890
eqtl-a-ENSG00000138772	ENSG00000138772	European	30935	17767
eqtl-a-ENSG00000185453	ENSG00000185453	European	22709	19251
eqtl-a-ENSG00000183298	ENSG00000183298	European	5502	18637
eqtl-a-ENSG00000216809	ENSG00000216809	European	22157	17484
eqtl-a-ENSG00000095209	ENSG00000095209	European	31644	18822
eqtl-a-ENSG00000106605	ENSG00000106605	European	31684	17736
eqtl-a-ENSG00000211798	ENSG00000211798	European	5502	19148
eqtl-a-ENSG00000174586	ENSG00000174586	European	31684	15274
eqtl-a-ENSG00000104833	ENSG00000104833	European	8269	19001
eqtl-a-ENSG00000166845	ENSG00000166845	European	26395	18701
eqtl-a-ENSG00000253736	ENSG00000253736	European	8269	18021
eqtl-a-ENSG00000163635	ENSG00000163635	European	26609	19479
eqtl-a-ENSG00000112062	ENSG00000112062	European	31470	17878
eqtl-a-ENSG00000134574	ENSG00000134574	European	31684	15836
eqtl-a-ENSG00000162817	ENSG00000162817	European	31684	18915
eqtl-a-ENSG00000165476	ENSG00000165476	European	26609	18050
eqtl-a-ENSG00000165178	ENSG00000165178	European	6421	13876
eqtl-a-ENSG00000230982	ENSG00000230982	European	4994	14703
eqtl-a-ENSG00000211858	ENSG00000211858	European	21332	19184
eqtl-a-ENSG00000169255	ENSG00000169255	European	31470	18522
eqtl-a-ENSG00000132874	ENSG00000132874	European	30551	18030
eqtl-a-ENSG00000169045	ENSG00000169045	European	31430	21370
eqtl-a-ENSG00000235488	ENSG00000235488	European	22304	18296
eqtl-a-ENSG00000163870	ENSG00000163870	European	31684	18128
eqtl-a-ENSG00000162623	ENSG00000162623	European	26609	17100
eqtl-a-ENSG00000205579	ENSG00000205579	European	4339	16417
eqtl-a-ENSG00000102910	ENSG00000102910	European	31644	16205
eqtl-a-ENSG00000247596	ENSG00000247596	European	31684	16264
eqtl-a-ENSG00000114541	ENSG00000114541	European	26181	19060
eqtl-a-ENSG00000164484	ENSG00000164484	European	31470	19812
eqtl-a-ENSG00000126562	ENSG00000126562	European	11673	14045
eqtl-a-ENSG00000226334	ENSG00000226334	European	3831	17048
eqtl-a-ENSG00000052795	ENSG00000052795	European	31256	17344
eqtl-a-ENSG00000084072	ENSG00000084072	European	31644	18112
eqtl-a-ENSG00000214872	ENSG00000214872	European	25673	17947
eqtl-a-ENSG00000163975	ENSG00000163975	European	25860	19736
eqtl-a-ENSG00000106615	ENSG00000106615	European	14263	18147
eqtl-a-ENSG00000166579	ENSG00000166579	European	31470	18664
eqtl-a-ENSG00000038274	ENSG00000038274	European	31470	18734
eqtl-a-ENSG00000161202	ENSG00000161202	European	31470	18905
eqtl-a-ENSG00000263740	ENSG00000263740	European	5311	17924
eqtl-a-ENSG00000132170	ENSG00000132170	European	31684	19079
eqtl-a-ENSG00000211799	ENSG00000211799	European	5502	19154
eqtl-a-ENSG00000171596	ENSG00000171596	European	31684	18897
eqtl-a-ENSG00000136643	ENSG00000136643	European	31470	18255
eqtl-a-ENSG00000145075	ENSG00000145075	European	20613	16610
eqtl-a-ENSG00000243547	ENSG00000243547	European	8269	17918
eqtl-a-ENSG00000231813	ENSG00000231813	European	4339	16349
eqtl-a-ENSG00000166260	ENSG00000166260	European	31684	18519
eqtl-a-ENSG00000150337	ENSG00000150337	European	6421	13387
eqtl-a-ENSG00000135900	ENSG00000135900	European	31644	18815
eqtl-a-ENSG00000065717	ENSG00000065717	European	31470	20855
eqtl-a-ENSG00000137710	ENSG00000137710	European	14263	16763
eqtl-a-ENSG00000163251	ENSG00000163251	European	31684	18122
eqtl-a-ENSG00000265218	ENSG00000265218	European	5502	16141
eqtl-a-ENSG00000112118	ENSG00000112118	European	31470	19096
eqtl-a-ENSG00000249763	ENSG00000249763	European	10239	18848
eqtl-a-ENSG00000179023	ENSG00000179023	European	31346	19606
eqtl-a-ENSG00000267364	ENSG00000267364	European	5502	16754
eqtl-a-ENSG00000113657	ENSG00000113657	European	30381	18815
eqtl-a-ENSG00000111203	ENSG00000111203	European	31684	19476
eqtl-a-ENSG00000181027	ENSG00000181027	European	31470	18150
eqtl-a-ENSG00000269640	ENSG00000269640	European	5502	17788
eqtl-a-ENSG00000225783	ENSG00000225783	European	23414	20402
eqtl-a-ENSG00000158528	ENSG00000158528	European	26395	17226
eqtl-a-ENSG00000204267	ENSG00000204267	European	14263	35239
eqtl-a-ENSG00000161298	ENSG00000161298	European	31684	17307
eqtl-a-ENSG00000255698	ENSG00000255698	European	3831	14149
eqtl-a-ENSG00000165512	ENSG00000165512	European	31470	19633
eqtl-a-ENSG00000167470	ENSG00000167470	European	26609	21253
eqtl-a-ENSG00000245025	ENSG00000245025	European	5502	17984
eqtl-a-ENSG00000176890	ENSG00000176890	European	31684	18039
eqtl-a-ENSG00000042286	ENSG00000042286	European	31684	21219
eqtl-a-ENSG00000125107	ENSG00000125107	European	31430	19941
eqtl-a-ENSG00000169495	ENSG00000169495	European	29900	17156
eqtl-a-ENSG00000138674	ENSG00000138674	European	31470	18597
eqtl-a-ENSG00000163626	ENSG00000163626	European	31684	18173
eqtl-a-ENSG00000152518	ENSG00000152518	European	31470	18989
eqtl-a-ENSG00000236456	ENSG00000236456	European	3831	13204
eqtl-a-ENSG00000184349	ENSG00000184349	European	31684	18866
eqtl-a-ENSG00000229647	ENSG00000229647	European	5502	17006
eqtl-a-ENSG00000187037	ENSG00000187037	European	31644	20044
eqtl-a-ENSG00000212802	ENSG00000212802	European	5502	17626
eqtl-a-ENSG00000131697	ENSG00000131697	European	31644	19647
eqtl-a-ENSG00000162813	ENSG00000162813	European	31684	18578
eqtl-a-ENSG00000088305	ENSG00000088305	European	31684	16897
eqtl-a-ENSG00000144736	ENSG00000144736	European	31470	18947
eqtl-a-ENSG00000267904	ENSG00000267904	European	5502	18683
eqtl-a-ENSG00000116752	ENSG00000116752	European	23628	17935
eqtl-a-ENSG00000227199	ENSG00000227199	European	21844	16199
eqtl-a-ENSG00000220008	ENSG00000220008	European	21121	20183
eqtl-a-ENSG00000126261	ENSG00000126261	European	14263	18402
eqtl-a-ENSG00000260844	ENSG00000260844	European	4994	15859
eqtl-a-ENSG00000269553	ENSG00000269553	European	5502	17449
eqtl-a-ENSG00000132321	ENSG00000132321	European	29917	19397
eqtl-a-ENSG00000100605	ENSG00000100605	European	31684	19994
eqtl-a-ENSG00000110852	ENSG00000110852	European	14263	19662
eqtl-a-ENSG00000127951	ENSG00000127951	European	31470	18417
eqtl-a-ENSG00000268947	ENSG00000268947	European	4994	17363
eqtl-a-ENSG00000197451	ENSG00000197451	European	31470	19576
eqtl-a-ENSG00000181929	ENSG00000181929	European	31470	17366
eqtl-a-ENSG00000137513	ENSG00000137513	European	31684	18230
eqtl-a-ENSG00000136653	ENSG00000136653	European	31684	15433
eqtl-a-ENSG00000238241	ENSG00000238241	European	5502	17789
eqtl-a-ENSG00000055950	ENSG00000055950	European	31470	16605
eqtl-a-ENSG00000118513	ENSG00000118513	European	31684	17695
eqtl-a-ENSG00000168172	ENSG00000168172	European	31644	16916
eqtl-a-ENSG00000129167	ENSG00000129167	European	13344	17630
eqtl-a-ENSG00000149262	ENSG00000149262	European	31684	17818
eqtl-a-ENSG00000130783	ENSG00000130783	European	31684	17489
eqtl-a-ENSG00000236753	ENSG00000236753	European	5502	16867
eqtl-a-ENSG00000157782	ENSG00000157782	European	30765	18145
eqtl-a-ENSG00000120725	ENSG00000120725	European	31470	15279
eqtl-a-ENSG00000144476	ENSG00000144476	European	26609	19616
eqtl-a-ENSG00000103852	ENSG00000103852	European	31684	20594
eqtl-a-ENSG00000134824	ENSG00000134824	European	31470	17394
eqtl-a-ENSG00000161653	ENSG00000161653	European	31684	16929
eqtl-a-ENSG00000237950	ENSG00000237950	European	4530	15214
eqtl-a-ENSG00000100253	ENSG00000100253	European	29094	16430
eqtl-a-ENSG00000070371	ENSG00000070371	European	31684	19494
eqtl-a-ENSG00000114439	ENSG00000114439	European	31684	17530
eqtl-a-ENSG00000214110	ENSG00000214110	European	4868	19059
eqtl-a-ENSG00000080986	ENSG00000080986	European	14263	19736
eqtl-a-ENSG00000148943	ENSG00000148943	European	31644	17112
eqtl-a-ENSG00000177613	ENSG00000177613	European	31684	19102
eqtl-a-ENSG00000164164	ENSG00000164164	European	31470	16405
eqtl-a-ENSG00000122188	ENSG00000122188	European	31684	18176
eqtl-a-ENSG00000102349	ENSG00000102349	European	9188	10125
eqtl-a-ENSG00000143294	ENSG00000143294	European	31684	17937
eqtl-a-ENSG00000171467	ENSG00000171467	European	30895	17475
eqtl-a-ENSG00000231865	ENSG00000231865	European	4169	17944
eqtl-a-ENSG00000196263	ENSG00000196263	European	31644	20933
eqtl-a-ENSG00000160471	ENSG00000160471	European	30551	22256
eqtl-a-ENSG00000184743	ENSG00000184743	European	31684	16942
eqtl-a-ENSG00000241431	ENSG00000241431	European	21332	18198
eqtl-a-ENSG00000155621	ENSG00000155621	European	31684	17658
eqtl-a-ENSG00000241547	ENSG00000241547	European	4530	14050
eqtl-a-ENSG00000090372	ENSG00000090372	European	31684	18064
eqtl-a-ENSG00000268804	ENSG00000268804	European	5502	21493
eqtl-a-ENSG00000104889	ENSG00000104889	European	31684	17907
eqtl-a-ENSG00000173698	ENSG00000173698	European	6936	10046
eqtl-a-ENSG00000131183	ENSG00000131183	European	30859	18062
eqtl-a-ENSG00000188681	ENSG00000188681	European	10577	10240
eqtl-a-ENSG00000170242	ENSG00000170242	European	31684	20483
eqtl-a-ENSG00000139197	ENSG00000139197	European	14263	17510
eqtl-a-ENSG00000152475	ENSG00000152475	European	20372	14929
eqtl-a-ENSG00000146707	ENSG00000146707	European	28917	18545
eqtl-a-ENSG00000112212	ENSG00000112212	European	26609	19303
eqtl-a-ENSG00000264745	ENSG00000264745	European	5502	16593
